Data File:	S8R_200809_1_34.AKF
Measurement Programm:	5.4.17

------------------------MEASURING INFOS------------------------
Diagram Title #1	Forces and Moments at Shoulder Joint
Diagram Title #2	Measured Relative to Humerus

Comment #1	Shoulder Joint; Standard Test; Standing Position; Abduction; 2,4 kg; 150 deg.
Comment #2	S8R, 11 Months PO  *  three times

BodyWeight [N]:	830

Implant Type:	Shoulder Joint

Axes Directions X, Y, Z:	Medial, Anterior, Superior
Axes Origin:	Center of
Angle of Rotation (Deg):	Y = -52	X = -90	Y = -63,1
Displacement X, Y, Z (mm):	0	0	0
Activity Code:	shoulderactivities	1P_1_1_1_4_6	2P_1_67






---------------------------DATA--------------------------------

Number of Data Sets =	1200
Number of analog channels =	0
Time-Offset(sec) =	0.0
Max. Force (N, sec):	1678,71	2,737

Time	Fx	Fy	Fz	F	Mx	My	Mz	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[0/1]

3.102	00480.48	-00910.61	00365.97	01092.71	00001.30	00001.19	00001.38	1
3.111	00474.79	-00900.96	00356.24	01078.91	00001.25	00001.17	00001.47	1
3.120	00473.22	-00892.81	00350.88	01069.65	00001.21	00001.15	00001.54	1
3.129	00471.42	-00886.54	00345.37	01061.82	00001.16	00001.13	00001.58	1
3.138	00471.79	-00880.22	00341.86	01055.57	00001.12	00001.11	00001.64	1
3.146	00474.11	-00875.37	00341.02	01052.31	00001.07	00001.10	00001.69	1
3.155	00477.38	-00872.02	00341.53	01051.17	00001.03	00001.09	00001.73	1
3.164	00478.71	-00870.22	00340.27	01049.87	00000.97	00001.07	00001.74	1
3.173	00479.27	-00869.68	00339.00	01049.27	00000.91	00001.05	00001.74	1
3.182	00481.39	-00869.90	00341.04	01051.08	00000.85	00001.04	00001.74	1
3.190	00483.72	-00870.97	00344.10	01054.03	00000.80	00001.03	00001.73	1
3.199	00485.60	-00873.15	00346.77	01057.57	00000.75	00001.03	00001.72	1
3.208	00487.13	-00875.96	00349.08	01061.35	00000.70	00001.02	00001.72	1
3.217	00489.94	-00878.79	00353.10	01066.30	00000.66	00001.03	00001.73	1
3.225	00492.83	-00880.45	00358.12	01070.67	00000.62	00001.04	00001.75	1
3.234	00493.32	-00878.54	00359.65	01069.83	00000.58	00001.03	00001.77	1
3.243	00492.76	-00874.44	00358.00	01065.66	00000.55	00000.99	00001.78	1
3.252	00489.87	-00869.64	00353.65	01058.92	00000.51	00000.95	00001.79	1
3.260	00487.23	-00864.91	00349.27	01052.36	00000.48	00000.90	00001.81	1
3.269	00487.83	-00860.23	00347.89	01048.33	00000.45	00000.86	00001.84	1
3.278	00490.98	-00856.30	00349.78	01047.22	00000.43	00000.84	00001.88	1
3.287	00492.02	-00853.92	00349.29	01045.59	00000.39	00000.83	00001.91	1
3.296	00492.38	-00851.19	00350.05	01043.79	00000.34	00000.83	00001.91	1
3.304	00496.52	-00846.48	00355.74	01043.85	00000.30	00000.83	00001.91	1
3.313	00497.98	-00840.18	00358.87	01040.52	00000.25	00000.82	00001.90	1
3.322	00493.49	-00833.68	00355.44	01031.93	00000.20	00000.79	00001.86	1
3.331	00484.64	-00827.54	00346.84	01019.80	00000.13	00000.74	00001.81	1
3.340	00477.72	-00822.67	00340.31	01010.36	00000.07	00000.70	00001.77	1
3.349	00475.51	-00818.76	00338.90	01005.65	00000.03	00000.67	00001.75	1
3.357	00475.89	-00816.39	00340.63	01004.49	-00000.01	00000.66	00001.73	1
3.366	00481.06	-00813.16	00347.11	01006.54	-00000.03	00000.66	00001.73	1
3.375	00485.71	-00808.81	00352.94	01007.30	-00000.05	00000.65	00001.72	1
3.384	00487.44	-00803.04	00354.56	01004.09	-00000.07	00000.62	00001.70	1
3.393	00479.67	-00797.26	00345.30	00992.44	-00000.11	00000.57	00001.64	1
3.402	00467.45	-00793.10	00331.77	00978.57	-00000.17	00000.52	00001.53	1
3.411	00461.25	-00788.46	00325.47	00969.71	-00000.20	00000.48	00001.45	1
3.419	00456.64	-00783.97	00321.66	00962.59	-00000.21	00000.46	00001.38	1
3.428	00451.46	-00781.51	00315.16	00955.98	-00000.24	00000.44	00001.32	1
3.437	00451.12	-00778.00	00314.56	00952.75	-00000.25	00000.43	00001.31	1
3.446	00448.18	-00775.47	00310.12	00947.84	-00000.29	00000.41	00001.31	1
3.455	00448.64	-00770.87	00310.43	00944.39	-00000.31	00000.40	00001.33	1
3.464	00445.57	-00766.26	00307.36	00938.17	-00000.34	00000.38	00001.32	1
3.473	00441.21	-00762.21	00303.86	00931.64	-00000.38	00000.37	00001.29	1
3.482	00429.62	-00758.04	00290.98	00918.63	-00000.41	00000.34	00001.22	1
3.491	00423.22	-00752.93	00285.26	00909.61	-00000.40	00000.32	00001.15	1
3.500	00414.74	-00749.95	00276.87	00900.61	-00000.39	00000.31	00001.05	1
3.509	00412.32	-00745.51	00274.80	00895.15	-00000.36	00000.31	00001.00	1
3.518	00418.27	-00742.00	00281.71	00897.15	-00000.33	00000.33	00000.99	1
3.527	00420.84	-00739.92	00284.29	00897.45	-00000.32	00000.34	00000.98	1
3.536	00419.53	-00738.06	00282.48	00894.73	-00000.35	00000.33	00000.96	1
3.545	00419.88	-00733.81	00281.97	00891.22	-00000.36	00000.32	00000.96	1
3.554	00418.44	-00727.79	00280.43	00885.11	-00000.38	00000.30	00000.95	1
3.563	00411.58	-00722.17	00273.57	00875.09	-00000.41	00000.28	00000.91	1
3.572	00402.57	-00716.69	00264.73	00863.59	-00000.43	00000.26	00000.84	1
3.581	00394.05	-00711.44	00256.05	00852.64	-00000.43	00000.23	00000.77	1
3.590	00388.47	-00707.18	00250.37	00844.80	-00000.41	00000.22	00000.71	1
3.599	00386.25	-00704.90	00249.21	00841.54	-00000.40	00000.21	00000.66	1
3.608	00386.04	-00702.86	00250.36	00840.07	-00000.38	00000.21	00000.61	1
3.617	00383.54	-00700.56	00249.44	00836.72	-00000.39	00000.20	00000.57	1
3.626	00380.70	-00697.00	00248.75	00832.24	-00000.40	00000.19	00000.52	1
3.635	00375.20	-00691.85	00244.91	00824.27	-00000.42	00000.17	00000.46	1
3.645	00370.91	-00682.84	00242.76	00814.11	-00000.43	00000.14	00000.41	1
3.654	00369.39	-00673.34	00244.75	00806.07	-00000.42	00000.13	00000.37	1
3.663	00367.76	-00663.84	00247.13	00798.13	-00000.42	00000.12	00000.33	1
3.672	00367.60	-00653.18	00249.97	00790.10	-00000.41	00000.10	00000.31	1
3.681	00365.06	-00644.60	00249.59	00781.71	-00000.41	00000.06	00000.29	1
3.690	00361.13	-00636.63	00248.18	00772.86	-00000.43	00000.03	00000.27	1
3.699	00359.92	-00629.33	00249.87	00766.83	-00000.45	00000.01	00000.26	1
3.709	00353.22	-00622.58	00245.97	00756.88	-00000.48	-00000.01	00000.23	1
3.718	00350.49	-00611.21	00245.68	00746.18	-00000.49	-00000.04	00000.23	1
3.727	00343.72	-00600.01	00242.54	00732.79	-00000.51	-00000.06	00000.21	1
3.736	00337.90	-00587.40	00241.61	00719.44	-00000.52	-00000.08	00000.21	1
3.746	00338.65	-00571.62	00246.85	00708.78	-00000.49	-00000.09	00000.24	1
3.755	00337.85	-00556.62	00249.97	00697.46	-00000.48	-00000.10	00000.27	1
3.764	00328.88	-00544.70	00243.53	00681.30	-00000.51	-00000.13	00000.26	1
3.773	00323.69	-00533.47	00240.85	00668.86	-00000.53	-00000.16	00000.25	1
3.783	00321.81	-00523.53	00241.60	00660.32	-00000.54	-00000.18	00000.25	1
3.792	00322.00	-00512.92	00244.44	00653.08	-00000.55	-00000.20	00000.24	1
3.801	00322.03	-00502.62	00247.30	00646.13	-00000.55	-00000.22	00000.22	1
3.811	00314.77	-00492.90	00242.06	00632.94	-00000.58	-00000.26	00000.18	1
3.820	00305.48	-00484.52	00235.18	00619.18	-00000.62	-00000.29	00000.13	1
3.830	00295.15	-00475.42	00227.52	00604.07	-00000.65	-00000.33	00000.09	1
3.839	00288.74	-00466.30	00224.91	00592.78	-00000.65	-00000.35	00000.05	1
3.848	00283.05	-00458.83	00223.01	00583.42	-00000.64	-00000.35	00000.01	1
3.858	00278.86	-00448.96	00222.81	00573.56	-00000.62	-00000.36	-00000.03	1
3.867	00275.91	-00437.48	00222.79	00563.16	-00000.58	-00000.37	-00000.05	1
3.877	00272.38	-00424.94	00223.04	00551.83	-00000.53	-00000.37	-00000.08	1
3.886	00267.09	-00412.57	00222.13	00539.34	-00000.50	-00000.37	-00000.12	1
3.896	00266.53	-00397.74	00225.29	00529.14	-00000.44	-00000.37	-00000.14	1
3.905	00266.19	-00383.29	00228.55	00519.62	-00000.39	-00000.37	-00000.15	1
3.915	00263.37	-00370.68	00228.21	00508.77	-00000.36	-00000.37	-00000.18	1
3.925	00260.52	-00360.11	00226.10	00498.67	-00000.35	-00000.38	-00000.20	1
3.934	00256.89	-00349.56	00223.46	00487.98	-00000.34	-00000.40	-00000.21	1
3.944	00257.56	-00339.52	00226.97	00482.83	-00000.32	-00000.38	-00000.22	1
3.953	00259.19	-00328.62	00231.75	00478.42	-00000.30	-00000.37	-00000.22	1
3.963	00259.63	-00317.33	00234.49	00472.33	-00000.27	-00000.36	-00000.22	1
3.973	00249.61	-00306.71	00225.99	00455.47	-00000.28	-00000.38	-00000.25	1
3.982	00248.53	-00293.52	00226.68	00446.44	-00000.26	-00000.39	-00000.23	1
3.992	00237.65	-00281.17	00217.17	00427.43	-00000.27	-00000.40	-00000.25	1
4.002	00228.97	-00271.37	00210.93	00412.99	-00000.28	-00000.41	-00000.26	1
4.012	00231.16	-00260.02	00215.27	00409.13	-00000.25	-00000.42	-00000.23	1
4.021	00234.43	-00249.22	00220.51	00407.05	-00000.22	-00000.42	-00000.18	1
4.031	00238.07	-00240.19	00225.79	00406.63	-00000.19	-00000.42	-00000.13	1
4.041	00233.51	-00235.92	00223.15	00399.98	-00000.20	-00000.41	-00000.14	1
4.051	00221.19	-00233.02	00211.44	00384.62	-00000.24	-00000.42	-00000.17	1
4.060	00212.96	-00230.50	00205.29	00375.00	-00000.27	-00000.42	-00000.20	1
4.070	00203.12	-00227.21	00197.26	00363.03	-00000.29	-00000.41	-00000.24	1
4.080	00192.32	-00222.58	00187.67	00348.93	-00000.30	-00000.41	-00000.29	1
4.090	00186.78	-00214.17	00183.40	00338.22	-00000.28	-00000.41	-00000.31	1
4.100	00187.60	-00201.90	00185.34	00332.12	-00000.23	-00000.41	-00000.31	1
4.110	00187.47	-00188.01	00186.49	00324.45	-00000.17	-00000.41	-00000.30	1
4.119	00188.35	-00174.71	00190.89	00320.06	-00000.11	-00000.39	-00000.29	1
4.129	00186.17	-00164.02	00191.26	00313.27	-00000.08	-00000.37	-00000.29	1
4.139	00182.46	-00152.67	00187.39	00302.84	-00000.04	-00000.37	-00000.29	1
4.149	00177.69	-00142.25	00184.16	00292.78	-00000.01	-00000.35	-00000.28	1
4.159	00178.99	-00132.34	00185.80	00289.95	00000.04	-00000.33	-00000.24	1
4.169	00182.95	-00122.84	00192.59	00292.66	00000.10	-00000.30	-00000.18	1
4.179	00184.58	-00114.19	00193.87	00291.03	00000.14	-00000.28	-00000.14	1
4.189	00180.67	-00108.48	00189.90	00283.68	00000.14	-00000.26	-00000.11	1
4.199	00180.75	-00103.56	00192.14	00283.39	00000.16	-00000.23	-00000.08	1
4.209	00177.80	-00099.64	00188.84	00277.85	00000.16	-00000.20	-00000.07	1
4.219	00173.47	-00096.36	00183.43	00270.23	00000.16	-00000.19	-00000.07	1
4.229	00168.75	-00092.42	00179.24	00262.96	00000.15	-00000.17	-00000.05	1
4.239	00168.29	-00089.43	00181.66	00263.29	00000.15	-00000.12	-00000.03	1
4.249	00173.71	-00084.69	00189.56	00270.70	00000.18	-00000.05	00000.02	1
4.259	00177.40	-00081.35	00194.31	00275.41	00000.20	00000.01	00000.05	1
4.269	00179.21	-00078.78	00196.66	00277.49	00000.21	00000.06	00000.07	1
4.279	00180.90	-00076.28	00197.56	00278.52	00000.23	00000.11	00000.11	1
4.289	00184.32	-00074.16	00199.20	00281.34	00000.25	00000.16	00000.16	1
4.299	00187.86	-00072.62	00200.34	00284.08	00000.28	00000.20	00000.22	1
4.309	00191.08	-00071.09	00199.34	00285.13	00000.31	00000.24	00000.28	1
4.319	00197.06	-00070.48	00200.25	00289.65	00000.34	00000.29	00000.33	1
4.329	00207.50	-00069.67	00205.37	00300.14	00000.38	00000.33	00000.40	1
4.339	00222.04	-00071.18	00215.22	00317.31	00000.42	00000.38	00000.47	1
4.350	00242.92	-00074.58	00234.66	00345.88	00000.49	00000.48	00000.55	1
4.360	00260.06	-00078.98	00251.82	00370.52	00000.54	00000.57	00000.62	1
4.370	00271.41	-00086.40	00263.60	00388.08	00000.59	00000.65	00000.67	1
4.380	00272.95	-00095.46	00264.84	00392.12	00000.60	00000.70	00000.67	1
4.390	00269.23	-00104.39	00260.26	00388.74	00000.60	00000.74	00000.66	1
4.400	00255.10	-00114.04	00245.16	00371.73	00000.56	00000.76	00000.59	1
4.410	00238.26	-00120.91	00225.86	00349.86	00000.53	00000.77	00000.52	1
4.420	00219.59	-00125.01	00204.61	00325.13	00000.50	00000.77	00000.44	1
4.430	00208.22	-00126.00	00190.98	00309.36	00000.52	00000.78	00000.38	1
4.440	00209.21	-00124.64	00190.85	00309.40	00000.58	00000.81	00000.33	1
4.450	00214.02	-00122.68	00195.33	00314.66	00000.66	00000.82	00000.28	1
4.460	00224.46	-00122.04	00206.54	00328.53	00000.75	00000.84	00000.23	1
4.470	00232.98	-00122.48	00215.59	00340.23	00000.82	00000.84	00000.16	1
4.480	00236.02	-00124.03	00219.75	00345.51	00000.87	00000.82	00000.06	1
4.490	00234.09	-00124.50	00217.85	00343.16	00000.91	00000.76	-00000.03	1
4.500	00227.76	-00124.05	00209.98	00333.70	00000.93	00000.68	-00000.12	1
4.510	00217.04	-00123.15	00195.82	00317.20	00000.95	00000.59	-00000.21	1
4.520	00207.63	-00121.34	00182.80	00302.08	00000.98	00000.51	-00000.28	1
4.530	00201.84	-00119.44	00175.93	00293.19	00001.01	00000.50	-00000.33	1
4.540	00199.97	-00117.41	00175.21	00290.64	00001.05	00000.52	-00000.36	1
4.550	00203.58	-00115.43	00182.14	00296.55	00001.10	00000.59	-00000.36	1
4.560	00212.97	-00113.21	00195.53	00310.49	00001.17	00000.68	-00000.33	1
4.571	00219.41	-00112.13	00204.77	00320.38	00001.20	00000.76	-00000.30	1
4.581	00228.04	-00109.12	00213.97	00331.20	00001.25	00000.83	-00000.23	1
4.591	00231.60	-00105.77	00216.97	00334.51	00001.26	00000.87	-00000.16	1
4.601	00238.57	-00104.02	00224.34	00343.61	00001.26	00000.92	-00000.08	1
4.611	00251.73	-00102.92	00238.76	00361.89	00001.25	00001.00	00000.02	1
4.621	00260.06	-00101.53	00246.68	00372.54	00001.23	00001.06	00000.11	1
4.631	00263.31	-00097.96	00247.34	00374.30	00001.18	00001.08	00000.20	1
4.641	00268.62	-00095.17	00251.45	00380.06	00001.13	00001.12	00000.29	1
4.651	00274.49	-00092.80	00256.74	00387.13	00001.09	00001.15	00000.37	1
4.662	00274.53	-00090.46	00254.13	00384.87	00001.03	00001.16	00000.43	1
4.672	00274.83	-00088.49	00250.15	00382.02	00000.99	00001.18	00000.46	1
4.682	00281.40	-00086.45	00253.74	00388.64	00000.97	00001.21	00000.51	1
4.692	00283.21	-00086.37	00252.86	00389.37	00000.95	00001.24	00000.52	1
4.702	00281.42	-00086.44	00246.03	00383.67	00000.92	00001.25	00000.51	1
4.712	00284.78	-00087.08	00246.04	00386.29	00000.92	00001.29	00000.52	1
4.722	00281.69	-00088.53	00238.06	00379.29	00000.91	00001.30	00000.49	1
4.733	00283.96	-00089.04	00235.59	00379.56	00000.93	00001.32	00000.48	1
4.743	00286.85	-00092.00	00236.33	00382.88	00000.96	00001.35	00000.46	1
4.753	00287.33	-00095.29	00232.79	00381.88	00000.98	00001.36	00000.43	1
4.763	00287.79	-00099.27	00230.12	00381.62	00001.00	00001.37	00000.40	1
4.773	00287.31	-00102.82	00226.54	00380.05	00001.03	00001.38	00000.37	1
4.783	00291.27	-00106.17	00230.15	00386.11	00001.06	00001.40	00000.36	1
4.793	00293.04	-00111.86	00232.76	00390.60	00001.09	00001.44	00000.32	1
4.804	00292.94	-00115.90	00231.48	00390.94	00001.12	00001.45	00000.29	1
4.814	00296.61	-00119.03	00235.46	00396.97	00001.16	00001.49	00000.27	1
4.824	00295.65	-00122.35	00233.79	00396.27	00001.19	00001.52	00000.25	1
4.834	00291.55	-00124.84	00226.75	00389.87	00001.20	00001.53	00000.22	1
4.844	00289.81	-00126.69	00223.23	00387.14	00001.23	00001.54	00000.19	1
4.854	00288.17	-00128.49	00219.82	00384.54	00001.25	00001.56	00000.16	1
4.864	00287.80	-00128.20	00216.87	00382.49	00001.27	00001.57	00000.15	1
4.874	00292.65	-00127.69	00220.51	00388.04	00001.31	00001.60	00000.14	1
4.885	00295.78	-00126.29	00221.56	00390.54	00001.34	00001.62	00000.13	1
4.895	00299.39	-00124.90	00223.45	00393.91	00001.36	00001.64	00000.12	1
4.905	00303.26	-00123.32	00224.95	00397.22	00001.38	00001.65	00000.11	1
4.915	00303.93	-00121.77	00223.67	00396.52	00001.38	00001.66	00000.10	1
4.925	00308.76	-00121.54	00226.69	00401.86	00001.39	00001.68	00000.09	1
4.935	00311.75	-00121.94	00228.41	00405.25	00001.39	00001.70	00000.09	1
4.946	00316.09	-00122.51	00231.15	00410.31	00001.39	00001.71	00000.09	1
4.956	00318.31	-00123.31	00231.15	00412.25	00001.39	00001.72	00000.09	1
4.966	00323.91	-00122.65	00233.58	00417.76	00001.40	00001.73	00000.12	1
4.976	00327.88	-00122.64	00235.77	00422.06	00001.40	00001.75	00000.13	1
4.986	00329.45	-00121.14	00233.03	00421.32	00001.38	00001.75	00000.16	1
4.997	00330.88	-00120.45	00231.68	00421.50	00001.37	00001.75	00000.19	1
5.007	00333.65	-00119.67	00231.61	00423.43	00001.36	00001.76	00000.22	1
5.017	00339.95	-00119.38	00235.26	00430.31	00001.35	00001.78	00000.27	1
5.027	00344.95	-00119.51	00237.31	00435.42	00001.34	00001.79	00000.30	1
5.037	00348.66	-00120.47	00236.94	00438.42	00001.33	00001.79	00000.34	1
5.048	00352.14	-00124.08	00239.18	00443.41	00001.31	00001.83	00000.36	1
5.058	00360.62	-00126.28	00245.64	00454.24	00001.31	00001.86	00000.41	1
5.068	00361.87	-00129.95	00243.60	00455.17	00001.29	00001.88	00000.43	1
5.078	00364.61	-00131.88	00241.72	00456.91	00001.27	00001.90	00000.45	1
5.088	00369.18	-00135.46	00241.52	00461.49	00001.26	00001.92	00000.46	1
5.098	00373.87	-00137.39	00239.00	00464.52	00001.26	00001.94	00000.47	1
5.109	00381.52	-00142.19	00239.62	00472.43	00001.27	00001.99	00000.47	1
5.119	00386.49	-00147.42	00235.51	00476.00	00001.27	00002.02	00000.46	1
5.129	00396.08	-00155.99	00235.57	00486.53	00001.29	00002.07	00000.44	1
5.139	00403.97	-00167.32	00233.23	00495.57	00001.31	00002.12	00000.40	1
5.149	00414.21	-00181.09	00232.42	00508.32	00001.34	00002.18	00000.36	1
5.160	00424.00	-00199.95	00230.80	00522.52	00001.38	00002.25	00000.29	1
5.170	00434.52	-00223.16	00229.00	00539.49	00001.42	00002.33	00000.22	1
5.180	00444.85	-00251.29	00226.71	00558.96	00001.47	00002.42	00000.12	1
5.190	00460.05	-00279.84	00228.79	00585.07	00001.54	00002.52	00000.04	1
5.200	00475.48	-00307.56	00228.51	00610.65	00001.64	00002.59	-00000.03	1
5.210	00489.34	-00340.56	00226.96	00637.93	00001.73	00002.69	-00000.13	1
5.220	00499.93	-00377.52	00222.15	00664.68	00001.82	00002.78	-00000.25	1
5.230	00511.91	-00417.44	00218.19	00695.65	00001.91	00002.88	-00000.38	1
5.240	00528.21	-00457.03	00219.51	00732.16	00002.04	00003.00	-00000.51	1
5.250	00544.52	-00494.99	00221.27	00768.43	00002.18	00003.12	-00000.64	1
5.259	00564.71	-00532.21	00230.10	00809.37	00002.34	00003.26	-00000.76	1
5.269	00578.94	-00569.46	00233.24	00844.90	00002.48	00003.38	-00000.90	1
5.279	00591.02	-00602.97	00234.14	00876.18	00002.62	00003.49	-00001.03	1
5.289	00605.77	-00633.53	00239.93	00908.78	00002.77	00003.61	-00001.14	1
5.298	00618.29	-00661.97	00244.08	00938.12	00002.91	00003.72	-00001.24	1
5.308	00624.90	-00688.60	00243.27	00961.18	00003.01	00003.80	-00001.36	1
5.318	00629.97	-00711.68	00241.31	00980.61	00003.11	00003.87	-00001.47	1
5.328	00642.35	-00730.92	00249.86	01004.63	00003.22	00003.96	-00001.52	1
5.337	00654.64	-00749.18	00258.16	01027.85	00003.33	00004.05	-00001.58	1
5.347	00663.16	-00763.60	00261.91	01044.74	00003.43	00004.13	-00001.63	1
5.356	00663.25	-00777.14	00255.43	01053.13	00003.48	00004.19	-00001.70	1
5.366	00668.68	-00788.07	00258.55	01065.38	00003.55	00004.28	-00001.75	1
5.376	00676.46	-00793.33	00262.77	01075.18	00003.63	00004.33	-00001.78	1
5.385	00679.23	-00799.97	00265.34	01082.46	00003.68	00004.40	-00001.84	1
5.395	00685.27	-00802.11	00269.76	01088.91	00003.75	00004.43	-00001.87	1
5.405	00688.43	-00806.32	00273.37	01094.90	00003.79	00004.48	-00001.92	1
5.414	00694.34	-00805.02	00277.96	01098.83	00003.84	00004.50	-00001.93	1
5.424	00698.37	-00806.62	00283.36	01103.92	00003.88	00004.53	-00001.96	1
5.434	00703.95	-00802.73	00288.36	01105.92	00003.91	00004.52	-00001.97	1
5.444	00714.47	-00800.13	00301.17	01114.17	00003.95	00004.53	-00001.99	1
5.453	00720.13	-00796.84	00307.84	01117.27	00003.96	00004.50	-00002.02	1
5.463	00729.67	-00793.12	00320.09	01124.24	00003.97	00004.46	-00002.03	1
5.473	00732.82	-00792.59	00326.33	01127.70	00003.94	00004.40	-00002.07	1
5.482	00732.59	-00790.48	00328.62	01126.74	00003.90	00004.30	-00002.10	1
5.492	00732.96	-00789.24	00333.00	01127.39	00003.85	00004.20	-00002.11	1
5.502	00725.99	-00789.89	00329.90	01122.42	00003.77	00004.08	-00002.14	1
5.511	00725.42	-00791.18	00333.73	01124.09	00003.73	00003.97	-00002.14	1
5.521	00725.83	-00792.27	00339.33	01126.79	00003.67	00003.87	-00002.13	1
5.531	00725.71	-00793.03	00345.36	01129.08	00003.59	00003.76	-00002.10	1
5.540	00732.82	-00790.52	00359.51	01136.30	00003.53	00003.66	-00002.02	1
5.550	00737.15	-00789.88	00370.83	01142.28	00003.45	00003.56	-00001.95	1
5.559	00737.63	-00790.07	00376.04	01144.42	00003.37	00003.44	-00001.89	1
5.569	00732.01	-00792.25	00372.17	01141.06	00003.28	00003.32	-00001.84	1
5.578	00726.78	-00795.55	00368.39	01138.78	00003.20	00003.24	-00001.79	1
5.588	00721.65	-00800.30	00364.98	01137.75	00003.14	00003.17	-00001.75	1
5.597	00715.38	-00807.72	00360.23	01137.52	00003.08	00003.12	-00001.72	1
5.607	00710.49	-00813.51	00355.93	01137.22	00003.03	00003.05	-00001.68	1
5.616	00711.32	-00820.87	00359.49	01144.13	00003.02	00003.01	-00001.65	1
5.626	00704.21	-00828.90	00354.32	01143.91	00003.00	00002.97	-00001.65	1
5.635	00707.59	-00834.66	00363.20	01152.93	00003.03	00002.96	-00001.61	1
5.644	00707.30	-00838.08	00368.02	01156.75	00003.04	00002.93	-00001.56	1
5.654	00707.50	-00840.08	00374.96	01160.55	00003.04	00002.91	-00001.50	1
5.663	00711.74	-00837.28	00385.77	01164.66	00003.05	00002.88	-00001.41	1
5.672	00713.65	-00832.49	00395.90	01165.79	00003.05	00002.84	-00001.30	1
5.682	00706.49	-00828.39	00399.62	01159.76	00003.01	00002.78	-00001.22	1
5.691	00694.23	-00823.52	00399.37	01148.76	00002.93	00002.71	-00001.14	1
5.700	00683.25	-00816.64	00399.69	01137.31	00002.87	00002.63	-00001.05	1
5.710	00677.24	-00809.07	00403.96	01129.79	00002.83	00002.57	-00000.94	1
5.719	00673.29	-00803.48	00408.87	01125.20	00002.81	00002.53	-00000.85	1
5.728	00671.74	-00798.13	00414.16	01122.39	00002.83	00002.51	-00000.76	1
5.738	00677.35	-00792.60	00426.88	01126.60	00002.89	00002.50	-00000.66	1
5.747	00685.31	-00787.25	00442.43	01133.65	00002.94	00002.50	-00000.55	1
5.756	00687.12	-00784.60	00453.15	01137.13	00002.96	00002.49	-00000.47	1
5.766	00677.21	-00783.52	00453.07	01130.40	00002.93	00002.45	-00000.41	1
5.775	00661.02	-00783.67	00447.20	01118.52	00002.86	00002.41	-00000.37	1
5.784	00641.54	-00783.64	00436.55	01102.83	00002.79	00002.36	-00000.35	1
5.793	00616.00	-00784.41	00417.19	01081.11	00002.70	00002.28	-00000.36	1
5.803	00600.23	-00782.19	00406.54	01066.48	00002.66	00002.22	-00000.34	1
5.812	00589.64	-00779.46	00401.25	01056.52	00002.65	00002.16	-00000.31	1
5.821	00590.04	-00776.93	00410.58	01058.46	00002.66	00002.16	-00000.27	1
5.830	00588.47	-00775.31	00418.20	01059.39	00002.67	00002.17	-00000.23	1
5.840	00576.77	-00774.29	00412.18	01049.80	00002.65	00002.13	-00000.22	1
5.849	00572.84	-00772.01	00412.74	01046.18	00002.65	00002.10	-00000.19	1
5.858	00574.57	-00770.99	00419.28	01048.98	00002.68	00002.08	-00000.14	1
5.867	00570.75	-00774.63	00421.09	01050.30	00002.67	00002.07	-00000.14	1
5.876	00563.42	-00778.41	00416.76	01047.41	00002.66	00002.04	-00000.15	1
5.886	00557.83	-00782.85	00413.69	01046.50	00002.66	00002.02	-00000.15	1
5.895	00555.66	-00790.92	00415.87	01052.27	00002.66	00002.04	-00000.17	1
5.904	00553.26	-00793.69	00414.30	01052.47	00002.68	00002.01	-00000.15	1
5.913	00553.71	-00800.88	00419.87	01060.33	00002.69	00002.02	-00000.15	1
5.922	00556.63	-00805.05	00425.59	01067.27	00002.73	00002.01	-00000.13	1
5.931	00562.29	-00812.79	00434.46	01079.61	00002.77	00002.04	-00000.13	1
5.940	00560.40	-00820.34	00433.43	01083.91	00002.79	00002.03	-00000.14	1
5.950	00563.17	-00828.11	00437.39	01092.81	00002.82	00002.03	-00000.14	1
5.959	00566.14	-00838.91	00443.97	01105.17	00002.84	00002.06	-00000.16	1
5.968	00561.78	-00850.03	00443.38	01111.19	00002.83	00002.08	-00000.20	1
5.977	00554.24	-00859.07	00439.63	01112.86	00002.81	00002.08	-00000.23	1
5.986	00544.92	-00867.41	00433.07	01112.15	00002.80	00002.07	-00000.27	1
5.995	00543.57	-00873.55	00434.28	01116.76	00002.82	00002.07	-00000.28	1
6.004	00548.20	-00878.28	00442.11	01125.77	00002.86	00002.09	-00000.28	1
6.013	00555.11	-00881.59	00452.88	01135.98	00002.91	00002.12	-00000.27	1
6.022	00561.16	-00883.09	00462.47	01143.95	00002.95	00002.13	-00000.26	1
6.031	00565.93	-00883.20	00469.53	01149.25	00002.98	00002.12	-00000.24	1
6.040	00570.77	-00883.36	00475.71	01154.30	00003.02	00002.11	-00000.23	1
6.049	00565.78	-00886.21	00470.52	01151.90	00003.02	00002.08	-00000.24	1
6.058	00556.59	-00892.68	00460.61	01148.40	00002.99	00002.05	-00000.27	1
6.067	00553.22	-00899.27	00457.30	01150.59	00002.99	00002.04	-00000.28	1
6.076	00551.43	-00905.75	00454.24	01153.60	00002.99	00002.03	-00000.30	1
6.085	00553.07	-00910.84	00454.63	01158.54	00003.00	00002.03	-00000.30	1
6.094	00551.62	-00915.47	00452.66	01160.72	00003.00	00002.03	-00000.31	1
